Product Position,Price,Competitor's Price,Promotion,Foot Traffic,Consumer Demographics,Product Category,Seasonal,Sales Volume,Price_Difference,Price_Ratio,Sales_to_Price
-1.2061065946814225,-0.838352667216613,-0.7140829948065623,-0.9454836825347088,1.2168979394056694,-0.4264181374129756,0,-1.0100505037878156,1.4674775884392621,-1.0758527720767723,-0.34857818060012746,-0.054670145737984066
-1.2061065946814225,-0.8123216492674378,-0.944503242733784,-0.9454836825347088,0.0024289380028057295,0.4770101198179049,0,-1.0100505037878156,-1.5532988354626285,1.2484140667582315,0.35678554840011306,-1.1608188677206481
0.027131232191197667,1.159145151295099,0.9749050271286172,1.0576597126659455,1.2168979394056694,1.3804383770487854,1,0.9900495037128094,0.6276766739105207,1.600157712991422,-0.169331432316804,1.3768123515208228
-1.2061065946814225,1.0902395155472824,1.02129326185984,1.0576597126659455,0.0024289380028057295,-0.4264181374129756,0,0.9900495037128094,-0.28036676932785304,0.5587206427715845,-0.2757704670053017,0.48860087874073116
0.027131232191197667,1.525110638933504,1.523959215258829,-0.9454836825347088,1.2168979394056694,-1.3298463946438561,0,0.9900495037128094,1.6332094438769407,-0.08269424153600302,-0.3610424679202501,2.736090126207851
0.027131232191197667,0.49611981176610626,0.6684384927567683,-0.9454836825347088,1.2168979394056694,0.4770101198179049,0,-1.0100505037878156,1.6694197652330722,-1.593122840066761,-0.4836882053502414,1.574607323152442
1.2603690590638177,1.002193425425072,1.1102674170000544,1.0576597126659455,-1.2120400634000579,-1.3298463946438561,0,0.9900495037128094,-1.1382728445346602,-1.0413681008774396,-0.4333319197211074,-0.3267371171947275
-1.2061065946814225,-0.939414266313411,-1.007621660482825,-0.9454836825347088,0.0024289380028057295,-1.3298463946438561,0,-1.0100505037878156,0.9076103120867679,0.6759685248493134,0.23781202726197892,-0.3569729255481587
-1.2061065946814225,0.15695096025185232,0.09124717864204425,1.0576597126659455,-1.2120400634000579,-0.4264181374129756,1,0.9900495037128094,0.20429445497729123,0.5863083797310499,-0.17122809600030495,0.22862648735579527
-1.2061065946814225,0.7640861730076162,0.5954340577699256,-0.9454836825347088,-1.2120400634000579,-0.4264181374129756,1,0.9900495037128094,-1.5505134261275415,1.4829098309136906,-0.13383795015301825,-0.7537996885115309
-1.2061065946814225,-0.045937856116719335,-0.20761472708534234,1.0576597126659455,-1.2120400634000579,-1.3298463946438561,2,0.9900495037128094,1.2446448416322993,1.4691159624339603,0.03140283611875758,0.6916551143123125
-1.2061065946814225,-1.2150368093046784,-1.2289163540366914,1.0576597126659455,-1.2120400634000579,-1.3298463946438561,2,0.9900495037128094,-0.7093198069312566,0.2000800622985265,0.2729719984756445,-1.0429119289875437
-1.2061065946814225,0.2626062683985047,0.25702808309133246,1.0576597126659455,0.0024289380028057295,-1.3298463946438561,2,-1.0100505037878156,0.493977025826343,0.03455364054173079,-0.2680252010671484,0.5047147007974941
1.2603690590638177,-0.6285732872732597,-0.6471622627352901,1.0576597126659455,1.2168979394056694,-0.4264181374129756,2,0.9900495037128094,-1.4488459853968647,0.20697699653839283,-0.07066173220526915,-1.0689861320996494
