fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,total_acidity,free_sulfur_ratio,alcohol_category,quality_label
0.23805547764481275,2.2989258789108202,-2.273271510085286,-0.7240036860568458,1.0191570902494274,-1.1144791995531582,-1.4179520611205678,1.1288013042246137,1.8124231036687424,0.24098010565466346,-0.9693881027028042,-1.7072325910493666,0.5308990206397269,0.2981071904650062,-0.43664670528557914,2
0.6050774348468851,2.2989258789108202,-2.273271510085286,-0.5596499769670858,2.020762130452239,-0.28711643116475416,-0.8331625983900889,0.7838778270957009,-0.15166546128213093,1.1567862755504108,-0.6319511401143387,-1.7072325910493666,0.8837395755391423,0.6953664258747398,-0.43664670528557914,2
0.6050774348468851,2.2989258789108202,-1.9853666284628197,-0.6300872808626974,1.7475971194878357,-0.8780898371564714,-1.0635342049202776,0.8528625225214758,0.22848071257932645,0.9278347330764737,-0.6319511401143387,-1.7072325910493666,0.8837395755391423,-0.06829316628458093,-0.43664670528557914,2
2.3025539869064726,-0.3866437868952024,1.757396832629241,-0.7240036860568458,0.9736295884220267,-0.759895155958128,-0.9572088480601905,1.1977859996503886,-0.4050962438564377,0.39361446730395394,-0.6319511401143387,-1.7072325910493666,2.162786587049521,-0.0238016943935598,-0.43664670528557914,2
0.23805547764481275,2.16464739562052,-2.273271510085286,-0.747482787355383,0.9736295884220267,-0.9962845183548148,-1.3116267042604808,1.1288013042246137,1.8124231036687424,0.24098010565466346,-0.9693881027028042,-1.7072325910493666,0.5132569928947566,0.30988434478910004,-0.43664670528557914,2
0.6968329241474038,1.761811945749616,-1.8414141876515866,-0.7944409899524572,0.700464577457624,-0.8780898371564714,-0.974929740870205,0.6459084362441128,0.48191149515363324,-0.5221917025917928,-0.9693881027028042,-1.7072325910493666,0.9013816032841127,-0.2568163522634849,-0.43664670528557914,2
0.14629998834429403,2.0975081539753693,-2.273271510085286,-0.8883573951466056,0.5183545701480218,-0.8780898371564714,-1.6483236676507567,0.02504617741210027,1.0521307559458248,-0.4458745217671476,-0.4632326588201068,-1.7072325910493666,0.41622584029741716,3.4274653394385206,-0.43664670528557914,0
0.6050774348468851,1.6275334624593147,-2.1293190692740525,-0.7005245847583087,0.8825745847672256,-1.2326738807515016,-1.7014863460808,0.7838778270957009,0.8620576690150934,0.31729728647930827,-0.8850288620556882,-1.7072325910493666,0.7955294368142872,1.7113657093562706,-0.43664670528557914,0
0.32981096694533063,1.0904195292981103,0.31787242451690967,0.26211856848171344,0.7915195811124246,-0.759895155958128,-0.21293135003958083,1.1288013042246137,0.7986999733715181,2.072592445446158,-0.04143645558452542,-1.7072325910493666,0.46033090965984386,-0.9581226041050069,0.9893572677772088,2
-0.40423294745881494,1.6275334624593147,-1.6974617468403532,-0.747482787355383,1.9752346286248383,-0.8780898371564714,-0.8686043840101179,0.47344669767967545,0.3551961038664798,0.08834574400537212,-1.1381065839970377,-1.7072325910493666,-0.1747820891591029,-0.44475946690091495,-0.43664670528557914,2
-1.413543329764516,1.862520808217342,-2.273271510085286,-0.7944409899524572,1.611014614005634,-0.8189924965572997,-0.974929740870205,-0.07843086572660038,2.2559269731737808,-0.06428861764391923,-0.5475918994672228,-1.7072325910493666,-1.1142200665787956,-0.1210796583586741,-0.43664670528557914,2
0.6050774348468851,1.8289511873947666,-0.1859611183224062,-0.7944409899524572,2.4760371487262445,-1.2326738807515016,-1.5065565251706405,0.9908319133730256,0.22848071257932645,2.4923369399817084,-1.2224658246441535,-1.7072325910493666,0.8219924784317444,0.19251891031795765,-0.43664670528557914,2
1.614387817152586,1.8960904290399174,-0.977699542784188,-0.2779007613846404,2.4760371487262445,1.3085117650128824,0.5490670407910433,1.4047400859277517,-0.4050962438564377,2.4923369399817084,-1.1381065839970377,-1.7072325910493666,1.8011250182776204,0.5791344591640736,-0.43664670528557914,2
